"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"1",1,0.739280673032797,0.992055296881771,0.901308178617176,0.731987707350451,0.63384943017273,0.634797166142712,0.666230083385116,0.415480059517494,0.467823285700392
"2",1,0.992538520765627,0.958776798671787,0.939422447399968,0.566900058459765,0.611607424203069,0.589045498882356,0.585378567158939,0.626353771035636,0.628707660947115
"3",1,0.737039195203335,0.992606253173162,0.896658656141214,0.759515877787725,0.707735344296006,0.861762875989752,0.601576241781424,0.568894918618679,0.55817713309972
"4",1,0.977910150785538,0.991059360236552,0.921126933189448,0.741271829754485,0.501200110488055,0.569018992078055,0.671837872486175,0.486134420691711,0.544701374200885
"5",1,0.969659807990114,0.9860887934475,0.907914626856749,0.70138464939688,0.689145032561287,0.579430903997409,0.568393785301369,0.483748545014975,0.506953258175654
"6",1,0.970384817256639,0.989715650059098,0.87593189283209,0.705263036230006,0.578265476144967,0.526157556339051,0.52639312427601,0.538119550243622,0.542295292923117
"7",1,0.985471769558333,0.95941345536202,0.74419051944264,0.670514646498914,0.591461545152814,0.565336382504346,0.667617589195849,0.54352374556072,0.506199283916108
"8",1,0.737956321524133,0.957595373286969,0.897764114861492,0.860906015272724,0.652138724758475,0.548200813968195,0.573030471334515,0.458612298771633,0.466544805124427
"9",1,0.992312002695781,0.963896071796427,0.933683133362424,0.71552787387444,0.677327945445167,0.466897060733793,0.475836202633573,0.490146006243194,0.514116108745316
"10",1,0.731925763889904,0.994625513844098,0.876787496969666,0.848790919887583,0.906635860703119,0.540945555506242,0.531513978737884,0.457165501455964,0.459547833623278
"11",1,0.745725481606222,0.992895712590253,0.922611105242362,0.840661862727579,0.719619033139512,0.635954615586639,0.640718573794954,0.495262183684643,0.465208540692421
"12",1,0.994864084232274,0.990180940092751,0.930652421943483,0.665691105272412,0.55575474067335,0.53533157689958,0.532578653831617,0.490134911642262,0.56413871451333
"13",1,0.993627370494909,0.988903438828978,0.902252451439162,0.7380201035369,0.600856765140956,0.610050994901261,0.559088565395409,0.559666891838381,0.591892028092756
"14",1,0.753142942274819,0.981748452521578,0.948332933459115,0.825027285469273,0.682664222506325,0.581481900411055,0.563117936458986,0.476284691724808,0.457258563917981
"15",1,0.743483169241111,0.956722815412223,0.929930919881042,0.668216765200212,0.667700004933166,0.554461855204012,0.564280502676144,0.647898997955999,0.616341794581756
"16",1,0.739219650748465,0.992141188457618,0.925309378079586,0.70240921247988,0.699840648898074,0.670958871487243,0.517607445229801,0.51109721312617,0.54903397859328
"17",1,0.96298629899736,0.962447221300875,0.617192840938626,0.903068574694131,0.621793219505079,0.448334258185742,0.549320211940069,0.37747673785361,0.487677222413924
"18",1,0.988020761581048,0.985881465901986,0.881370631885283,0.737426310996075,0.54543973808827,0.560952546763252,0.585916171422136,0.615486625477113,0.473154482794393
"19",1,0.743233278849789,0.960140311261069,0.920616530496148,0.620978279501496,0.577061027858675,0.819484036995462,0.543951202938931,0.622394924937054,0.585821387471992
"20",1,0.738645444043821,0.991508468105741,0.645955664260174,0.877477984657495,0.719497254570025,0.605854532530473,0.524558920344259,0.494996988783456,0.505879261497605
"21",1,0.760818125093147,0.993490515591965,0.929643106152388,0.747232835807249,0.687582387214263,0.521010469651462,0.498387609411463,0.487296997031975,0.575577386980435
"22",1,0.750945478395033,0.956564950310168,0.979357915407884,0.660109359867528,0.637913398287608,0.453479184323351,0.445539911926847,0.527910025952299,0.582644990031143
"23",1,0.96015086411708,0.963184952298862,0.911157849321978,0.70324381559818,0.541228212256593,0.516206923728374,0.468112687320012,0.568202657768209,0.443902441952088
"24",1,0.726373175985343,0.984794272918759,0.912550108535967,0.868919302291001,0.752485274991193,0.53321982634027,0.614952555819289,0.442708847786062,0.410142044794952
"25",1,0.746588302609644,0.962843356294253,0.936338225567387,0.676953346722092,0.662513935677333,0.532211350121089,0.469599635189024,0.46941812110136,0.492273646781415
"26",1,0.96342036088256,0.990275318219203,0.650001823073414,0.551659910961037,0.711954910918453,0.648519742051321,0.414982124925498,0.467880230206868,0.695451264339819
"27",1,0.995248381972496,0.984650982137197,0.923469926203179,0.863031931648055,0.585373447654894,0.64838604399157,0.49476006901812,0.549187400376412,0.59544986399273
"28",1,0.754416713969432,0.968509623477911,0.644774949264121,0.777894084440546,0.676385085667773,0.562242357059608,0.597045359977038,0.429023276343477,0.421023011727793
"29",1,0.723309824371087,0.991399598075731,0.65826938128953,0.901220086814448,0.510948396037888,0.543466240523073,0.563087516043898,0.463448558399791,0.438620047179763
"30",1,0.740736486930258,0.957501676688762,0.612167169264666,0.631315287373895,0.740685809962919,0.756430592508813,0.513037561512582,0.483430755086389,0.785373390935484
"31",1,0.763561530280881,0.989081262994237,0.614337139815977,0.916904314944039,0.697061392866439,0.7788094702415,0.578588648316897,0.502280960305981,0.484923501847714
"32",1,0.838012523383136,0.989144661976307,0.790666440586555,0.769327974587881,0.811838862157686,0.564330654707153,0.431004732936827,0.593886950528024,0.559832692625178
"33",1,0.954397582682813,0.99356524931047,0.640055813504044,0.534696822519004,0.624465432519654,0.606763201598329,0.653580423840139,0.535077333656472,0.580016838479996
"34",1,0.755028516173787,0.962877259514012,0.71668326095628,0.661881714615767,0.588201923181254,0.667642599273121,0.701317776973447,0.492333293311512,0.63908394666325
"35",1,0.742863626942532,0.966208082776565,0.873220388875652,0.703028914581326,0.692488020916712,0.590392383158085,0.574814461043357,0.445807918206015,0.542500593995194
"36",1,0.974782469950117,0.960061856301614,0.839497351712698,0.55507944782654,0.705382884601017,0.60555937607814,0.553942649742735,0.63581539845341,0.533544296820789
"37",1,0.747399809271751,0.988697099288432,0.955573999660357,0.741939444277183,0.896838927889785,0.527449962997569,0.68863484455369,0.452249467339525,0.511561980290798
"38",1,0.749473190602823,0.952984072128238,0.938022805350325,0.605975652636618,0.728226616635041,0.587091590012592,0.466461319723072,0.469817761528148,0.556353662173916
"39",1,0.741412471012952,0.992999371074768,0.933001037895577,0.685795142990002,0.632666950503612,0.531478110919619,0.495131489007483,0.523758167637123,0.593244115718857
"40",1,0.988935211842305,0.992001409842303,0.605098891679401,0.73129275805214,0.641673364646361,0.580451717972166,0.606108151591515,0.595572596240763,0.448948683240628
"41",1,0.729235896258102,0.986545339141935,0.887027909175724,0.799818241954022,0.649517471398111,0.589071669357558,0.46411832988334,0.630005197610884,0.529342729574124
"42",1,0.962930327909778,0.950202335951496,0.611706470865506,0.933457336071335,0.611273258777178,0.680720272911395,0.475610188337257,0.589886728015061,0.485609821991613
"43",1,0.99102689261406,0.987270305896668,0.900401725328286,0.639510007298216,0.671736755326967,0.512950681201502,0.618666609966483,0.617320304110533,0.692963563710009
"44",1,0.734471547935995,0.960674039950613,0.892774348274579,0.658540133825868,0.654016097364544,0.503969549441287,0.634939446218296,0.51449374005853,0.521226512805972
"45",1,0.969082688013,0.955143810129207,0.930451545012211,0.842643488244902,0.651559265685621,0.468566526923391,0.50936295280765,0.572036932830572,0.473983166197118
"46",1,0.761675899798508,0.961817346413566,0.903583404326653,0.786257842789805,0.6696879014228,0.682548622641522,0.486228185721581,0.572053376742789,0.579271550182686
"47",1,0.995039627464429,0.96280896191066,0.941904086063238,0.960276041996621,0.652525593146262,0.639063179567724,0.50835723611376,0.723441964752922,0.451036337190611
"48",1,0.968337055439691,0.992396248232183,0.941671537301705,0.769647264745172,0.72018069618825,0.599015623541456,0.568157203340192,0.542046594702197,0.425200898420446
"49",1,0.993950424322424,0.990500289594487,0.926586347371901,0.820058809012973,0.520342958667887,0.527012871837501,0.587591106169626,0.617939828322884,0.539989277700793
"50",1,0.734544706736953,0.994458449181939,0.906649285459512,0.777576207243806,0.725536215520063,0.728090171831026,0.541556929244787,0.490022624582235,0.714263832261747
"51",1,0.735937542508614,0.991274678755291,0.985609923189936,0.583349629193101,0.651961092828319,0.744905412211091,0.488660518182326,0.665722083188155,0.545808701990644
"52",1,0.989425255598899,0.986123618248206,0.843987762697396,0.6567109285027,0.870435632065481,0.853736776307815,0.504686299602982,0.584837415136387,0.59524205442088
"53",1,0.960150781105321,0.980788926924374,0.642485907194388,0.813748372330791,0.678075061372771,0.596365644745299,0.465432326804201,0.536076583203071,0.489493424982975
"54",1,0.882478957166371,0.965488526182352,0.928807777600319,0.847853745762402,0.663479756817006,0.578844820265356,0.621402014910382,0.507636888855173,0.46211420676087
"55",1,0.740099365870805,0.957931106802641,0.949053392898789,0.933304805018424,0.6788997585196,0.574830030176831,0.476810759914104,0.533970297894929,0.505644510645126
"56",1,0.725525465583357,0.962404858764287,0.954408929845642,0.555287388507825,0.650752002089661,0.632514629700987,0.675928140072101,0.592160657563498,0.409999684360782
"57",1,0.743270887713804,0.962076796559781,0.614083372278984,0.809511734833676,0.945822933548608,0.543009449654143,0.549461707608802,0.429302428644153,0.550860958194854
"58",1,0.965888480119871,0.959144830718094,0.915743801052567,0.776504936953134,0.619015049740409,0.476002006128859,0.430050064378642,0.592047161500483,0.535716882114333
"59",1,0.968865901843822,0.981484409167963,0.901218693238772,0.727468022160778,0.710734255155244,0.665963483543989,0.55710659844645,0.663820757665076,0.428464838928358
"60",1,0.727483478377746,0.982179720372435,0.879909040307591,0.548005109647463,0.677178603192008,0.673840744598936,0.628220837659282,0.591519049772315,0.482905115857782
"61",1,0.739850659501274,0.987620786286442,0.621716698086047,0.689798850290474,0.615594134985542,0.776636264129281,0.617506332925687,0.486323488762626,0.548090810150591
"62",1,0.73180351641826,0.987515143705725,0.910915958960471,0.790851446683344,0.580451223772991,0.654759350179668,0.530943225495808,0.642329896582523,0.578471244128404
"63",1,0.965989432734835,0.988372982085088,0.85861712181471,0.679353898662267,0.615748819621247,0.593146569513937,0.779207726150485,0.533686598054943,0.543793616956504
"64",1,0.866993109404972,0.993203355665514,0.897059500259259,0.838863593516747,0.877206476034591,0.695277577494546,0.440749402189839,0.508456944736413,0.514534034104247
"65",1,0.725547244952516,0.98082497745137,0.860645574009161,0.740738368253623,0.668958580391993,0.591432948127101,0.512014772392618,0.542738364044547,0.632968851665789
