fipscounty,pred,predict_date,k
55075,4.319904509845519,2020-08-06,3
55075,4.320026601033848,2020-08-05,3
55075,4.3207865570121475,2020-08-04,3
55075,4.320461770240146,2020-08-03,3
55075,4.320050796606833,2020-08-02,3
55075,4.319883050785318,2020-08-01,3
55075,4.318278288842216,2020-07-31,3
55075,4.318760105733466,2020-07-30,3
55075,4.317967790667074,2020-07-29,3
55075,4.318061946616483,2020-07-28,3
55075,4.31810217312414,2020-07-27,3
55075,4.317514976408422,2020-07-26,3
55075,4.31702847751523,2020-07-25,3
55075,4.316842857946093,2020-07-24,3
55075,4.316784496449081,2020-07-23,3
55075,4.316893694594038,2020-07-22,3
55075,4.317204817868002,2020-07-21,3
55075,4.317715923543733,2020-07-20,3
55075,4.317398794885875,2020-07-19,3
55075,4.317600180902941,2020-07-18,3
55075,4.317607886606242,2020-07-17,3
55075,4.317725134532221,2020-07-16,3
55075,4.317995308179141,2020-07-15,3
55075,4.3185457792393915,2020-07-14,3
55075,4.318734750754929,2020-07-13,3
55075,4.319030089544384,2020-07-12,3
55075,4.318953015046751,2020-07-11,3
55075,4.318630580650468,2020-07-10,3
55075,4.31851394591491,2020-07-09,3
55075,4.318937211164857,2020-07-08,3
55075,4.31987314417658,2020-07-07,3
55075,4.320315981954041,2020-07-06,3
55075,4.321252170047771,2020-07-05,3
55075,4.3222782419846535,2020-07-04,3
55075,4.322764849515122,2020-07-03,3
55075,4.324307651129423,2020-07-02,3
55075,4.325566958535169,2020-07-01,3
55075,4.327330063746476,2020-06-30,3
55075,4.327744458323744,2020-06-29,3
55075,4.328774467134014,2020-06-28,3
55075,4.329653754595177,2020-06-27,3
55075,4.330564260341815,2020-06-26,3
55075,4.3303205557838735,2020-06-25,3
55075,4.331465871306251,2020-06-24,3
55075,4.333182286956618,2020-06-23,3
55075,4.334406950939202,2020-06-22,3
55075,4.334782398505974,2020-06-21,3
55075,4.335469225633879,2020-06-20,3
55075,4.335500042143602,2020-06-19,3
55075,4.336497970516835,2020-06-18,3
55075,4.337396712696855,2020-06-17,3
55075,4.33897000410738,2020-06-16,3
55075,4.340045106741402,2020-06-15,3
55075,4.34103719348431,2020-06-14,3
55075,4.341642911870429,2020-06-13,3
55075,4.3424868299157175,2020-06-12,3
55075,4.3435175575558045,2020-06-11,3
55075,4.344737343653903,2020-06-10,3
55075,4.3463975051836305,2020-06-09,3
55075,0,2020-06-08,3
55075,0,2020-06-07,3
55075,0,2020-06-06,3
55075,0,2020-06-05,3
55075,0,2020-06-04,3
55075,0,2020-06-03,3
55075,0,2020-06-02,3
55075,0,2020-06-01,3
55075,0,2020-05-31,3
55075,0,2020-05-30,3
55075,0,2020-05-29,3
55075,0,2020-05-28,3
55075,0,2020-05-27,3
55075,0,2020-05-26,3
55075,0,2020-05-25,3
55075,0,2020-05-24,3
55075,0,2020-05-23,3
55075,0,2020-05-22,3
55075,0,2020-05-21,3
55075,0,2020-05-20,3
55075,0,2020-05-19,3
55075,0,2020-05-18,3
55075,0,2020-05-17,3
55075,0,2020-05-16,3
55075,0,2020-05-15,3
55075,0,2020-05-14,3
55075,0,2020-05-13,3
55075,0,2020-05-12,3
55075,0,2020-05-11,3
55075,0,2020-05-10,3
55075,0,2020-05-09,3
55075,0,2020-05-08,3
55075,0,2020-05-07,3
55075,0,2020-05-06,3
55075,0,2020-05-05,3
55075,0,2020-05-04,3
55075,0,2020-05-03,3
55075,0,2020-05-02,3
55075,0,2020-05-01,3
55075,0,2020-04-30,3
55075,0,2020-04-29,3
55075,0,2020-04-28,3
55075,0,2020-04-27,3
55075,0,2020-04-26,3
55075,0,2020-04-25,3
55075,0,2020-04-24,3
55075,0,2020-04-23,3
55075,0,2020-04-22,3
55075,0,2020-04-21,3
55075,0,2020-04-20,3
55075,0,2020-04-19,3
55075,0,2020-04-18,3
55075,0,2020-04-17,3
55075,0,2020-04-16,3
55075,0,2020-04-15,3
55075,0,2020-04-14,3
55075,0,2020-04-13,3
55075,0,2020-04-12,3
55075,0,2020-04-11,3
55075,0,2020-04-10,3
55075,0,2020-04-09,3
55075,0,2020-04-08,3
55075,0,2020-04-07,3
55075,0,2020-04-06,3
55075,0,2020-04-05,3
55075,0,2020-04-04,3
55075,0,2020-04-03,3
55075,0,2020-04-02,3
55075,0,2020-04-01,3
55075,0,2020-03-31,3
55075,0,2020-03-30,3
6107,316.5067616671193,2020-11-23,3
6107,316.50083090513226,2020-11-22,3
6107,314.25576673517145,2020-11-21,3
6107,314.25880492785285,2020-11-20,3
6107,313.1341682588765,2020-11-19,3
6107,313.1354756346789,2020-11-18,3
6107,313.144410495775,2020-11-17,3
6107,313.1510578082466,2020-11-16,3
6107,312.02345314208105,2020-11-15,3
6107,312.02973679396575,2020-11-14,3
6107,312.04030760443584,2020-11-13,3
6107,312.04246498849983,2020-11-12,3
6107,309.7923225432667,2020-11-11,3
6107,309.80761802633003,2020-11-10,3
6107,309.81528644367825,2020-11-09,3
6107,309.8130986222508,2020-11-08,3
6107,309.8175921937817,2020-11-07,3
6107,307.57065927027537,2020-11-06,3
6107,307.56934063708786,2020-11-05,3
6107,305.3254083250884,2020-11-04,3
6107,305.3389926876915,2020-11-03,3
6107,305.34727294842753,2020-11-02,3
6107,304.2234622881484,2020-11-01,3
6107,303.0966662337026,2020-10-31,3
6107,303.1076357309032,2020-10-30,3
6107,299.73195511648134,2020-10-29,3
6107,297.48722890960727,2020-10-28,3
6107,297.4947117614835,2020-10-27,3
6107,297.50600796970315,2020-10-26,3
6107,295.25425268828525,2020-10-25,3
6107,292.9917872078694,2020-10-24,3
6107,289.6329950514078,2020-10-23,3
6107,286.26684420572224,2020-10-22,3
6107,285.1541922113438,2020-10-21,3
6107,285.1714862680862,2020-10-20,3
6107,284.0617862946287,2020-10-19,3
6107,284.07844268859094,2020-10-18,3
6107,282.96977242962976,2020-10-17,3
6107,278.48573573579625,2020-10-16,3
6107,278.49524306057435,2020-10-15,3
6107,278.5085086059756,2020-10-14,3
6107,278.5228750802367,2020-10-13,3
6107,278.5349720168104,2020-10-12,3
6107,278.5472508720115,2020-10-11,3
6107,276.31460347160476,2020-10-10,3
6107,274.0909258935553,2020-10-09,3
6107,274.10640985462067,2020-10-08,3
6107,274.125698156455,2020-10-07,3
6107,274.1460162172725,2020-10-06,3
6107,274.1532302645684,2020-10-05,3
6107,271.9214758847482,2020-10-04,3
6107,271.9213300507503,2020-10-03,3
6107,271.92777539605805,2020-10-02,3
6107,271.93541087161975,2020-10-01,3
6107,271.94872411000296,2020-09-30,3
6107,271.9725636490231,2020-09-29,3
6107,267.5075002399957,2020-09-28,3
6107,267.50787211687896,2020-09-27,3
6107,267.5142122102884,2020-09-26,3
6107,265.2846832957764,2020-09-25,3
6107,264.1857790256919,2020-09-24,3
6107,264.20180811667865,2020-09-23,3
6107,264.2240430798924,2020-09-22,3
6107,264.23802121570435,2020-09-21,3
6107,264.25286185049,2020-09-20,3
6107,263.1441204934765,2020-09-19,3
6107,260.91847364415275,2020-09-18,3
6107,258.6988177383479,2020-09-17,3
6107,254.26158440625204,2020-09-16,3
6107,254.28240947056014,2020-09-15,3
6107,254.2971675394133,2020-09-14,3
6107,253.20064555766763,2020-09-13,3
6107,253.20574858511628,2020-09-12,3
6107,253.2163973827647,2020-09-11,3
6107,249.9028318259733,2020-09-10,3
6107,249.93006562658198,2020-09-09,3
6107,249.95286367060297,2020-09-08,3
6107,249.9682792795295,2020-09-07,3
6107,249.9868704528665,2020-09-06,3
6107,246.67378421513104,2020-09-05,3
6107,240.01949001614747,2020-09-04,3
6107,237.80957716179122,2020-09-03,3
6107,237.8315206637256,2020-09-02,3
6107,237.85604521361705,2020-09-01,3
6107,237.86494989083488,2020-08-31,3
6107,234.55663114939,2020-08-30,3
6107,229.0313910683138,2020-08-29,3
6107,220.48902397100895,2020-08-28,3
6107,220.49127049898794,2020-08-27,3
6107,214.13783788449658,2020-08-26,3
6107,214.15390110634846,2020-08-25,3
6107,214.16697834130045,2020-08-24,3
6107,212.04967425950667,2020-08-23,3
6107,212.05947304697943,2020-08-22,3
6107,209.9429304811836,2020-08-21,3
6107,209.94624956114265,2020-08-20,3
6107,208.90118620671444,2020-08-19,3
6107,208.9199295783602,2020-08-18,3
6107,208.93226908057804,2020-08-17,3
6107,208.943447202278,2020-08-16,3
6107,208.95569402392096,2020-08-15,3
6107,201.53811436110797,2020-08-14,3
6107,199.42271599517807,2020-08-13,3
6107,199.4388339042021,2020-08-12,3
6107,199.45771815409248,2020-08-11,3
6107,199.47245994160824,2020-08-10,3
6107,199.4832994980215,2020-08-09,3
6107,196.30870325099377,2020-08-08,3
6107,196.32048374760012,2020-08-07,3
6107,192.09014908601065,2020-08-06,3
6107,180.48117528744754,2020-08-05,3
6107,180.4999072941966,2020-08-04,3
6107,180.5114161194133,2020-08-03,3
6107,175.23758213397332,2020-08-02,3
6107,175.24469192483272,2020-08-01,3
6107,175.23444611219008,2020-07-31,3
6107,174.19636406162536,2020-07-30,3
6107,169.97208938803018,2020-07-29,3
6107,169.98464665869645,2020-07-28,3
6107,169.9937455517222,2020-07-27,3
6107,170.00264430971458,2020-07-26,3
6107,170.01436547870142,2020-07-25,3
6107,170.0255671537082,2020-07-24,3
6107,168.99238738882084,2020-07-23,3
6107,166.90174992345226,2020-07-22,3
6107,166.9203608961946,2020-07-21,3
6107,166.93468791140492,2020-07-20,3
6107,162.73503749189342,2020-07-19,3
6107,154.3440834629748,2020-07-18,3
6107,154.35378370808135,2020-07-17,3
6107,153.31849051881977,2020-07-16,3
6107,153.3325872730839,2020-07-15,3
6107,153.35042674189566,2020-07-14,3
6107,153.3668341599898,2020-07-13,3
6107,149.18334647924766,2020-07-12,3
6107,149.19520073353442,2020-07-11,3
6107,139.77911030086935,2020-07-10,3
6107,136.65490378819365,2020-07-09,3
6107,136.67082887782743,2020-07-08,3
6107,136.6875527152006,2020-07-07,3
6107,136.70427508269566,2020-07-06,3
6107,133.5850504786761,2020-07-05,3
6107,128.38164691922367,2020-07-04,3
6107,126.31018515202,2020-07-03,3
6107,124.24011690417308,2020-07-02,3
6107,122.17224885640175,2020-07-01,3
6107,122.18728090536301,2020-06-30,3
6107,122.1983112308448,2020-06-29,3
6107,119.08631616659872,2020-06-28,3
6107,118.05734395529277,2020-06-27,3
6107,116,2020-06-26,3
6107,113,2020-06-25,3
6107,111,2020-06-24,3
6107,111,2020-06-23,3
6107,111.02301119222001,2020-06-22,3
6107,107.04332626788143,2020-06-21,3
6107,106.06494265172614,2020-06-20,3
6107,98.09264780636666,2020-06-19,3
6107,98.11257189066421,2020-06-18,3
6107,98.13293344400931,2020-06-17,3
6107,98.1642411212518,2020-06-16,3
6107,98.19624221122295,2020-06-15,3
6107,98.22442647949923,2020-06-14,3
6107,96.24784661564108,2020-06-13,3
6107,94.27261320395716,2020-06-12,3
6107,94.29205862414115,2020-06-11,3
6107,92.3189339256116,2020-06-10,3
6107,92.36068739922527,2020-06-09,3
6107,92.39659838634266,2020-06-08,3
6107,92.42156349893877,2020-06-07,3
6107,90.44462757031664,2020-06-06,3
6107,89.45142169161548,2020-06-05,3
6107,84.46963053784303,2020-06-04,3
6107,84.50851193643159,2020-06-03,3
6107,84.54964972926824,2020-06-02,3
6107,84.58000310530188,2020-06-01,3
6107,80.60407572764875,2020-05-31,3
6107,79.62072365555989,2020-05-30,3
6107,79.63211083852707,2020-05-29,3
6107,75.66323010717439,2020-05-28,3
6107,75.70030529015254,2020-05-27,3
6107,75.743286374672,2020-05-26,3
6107,75.77179966098376,2020-05-25,3
6107,74.80487665752077,2020-05-24,3
6107,73.83240093499776,2020-05-23,3
6107,71.86119764933022,2020-05-22,3
6107,67.86888256265176,2020-05-21,3
6107,67.91100242576135,2020-05-20,3
6107,67.96120252149458,2020-05-19,3
6107,64.98684610421745,2020-05-18,3
6107,54.968890972004736,2020-05-17,3
6107,54.991873929517276,2020-05-16,3
6107,53.01425399515414,2020-05-15,3
6107,51.029520839894374,2020-05-14,3
6107,49.047061832970236,2020-05-13,3
6107,47.08107673458374,2020-05-12,3
6107,45.107925249007685,2020-05-11,3
6107,44.13614590304929,2020-05-10,3
6107,42.15541418097976,2020-05-09,3
6107,41.167025059980375,2020-05-08,3
6107,41.18246569882727,2020-05-07,3
6107,41.22691271997454,2020-05-06,3
6107,41.27389597703809,2020-05-05,3
6107,41.32807769502535,2020-05-04,3
6107,41.39464142466908,2020-05-03,3
6107,37.37962358558999,2020-05-02,3
6107,36.38368619832962,2020-05-01,3
6107,33.363042720251606,2020-04-30,3
6107,33.4279042735875,2020-04-29,3
6107,33.51089554334358,2020-04-28,3
6107,29.473551684388738,2020-04-27,3
6107,26.429314070873087,2020-04-26,3
6107,26.489702507176567,2020-04-25,3
6107,23.449095241252,2020-04-24,3
6107,19.365927905476116,2020-04-23,3
6107,18.378466303977707,2020-04-22,3
6107,18.41668435567407,2020-04-21,3
6107,18.461400817288975,2020-04-20,3
6107,18.49134794688422,2020-04-19,3
6107,16.436156739128233,2020-04-18,3
6107,14.319616070377812,2020-04-17,3
6107,14.353275891264104,2020-04-16,3
6107,12.345650994498238,2020-04-15,3
6107,12.419954062485118,2020-04-14,3
6107,12.437794273126169,2020-04-13,3
6107,11.407467695027854,2020-04-12,3
6107,8.256031323567399,2020-04-11,3
6107,7.218017907304854,2020-04-10,3
6107,7.17736183687453,2020-04-09,3
6107,6.139723943592655,2020-04-08,3
6107,6.209220940116766,2020-04-07,3
6107,4.36527811052252,2020-04-06,3
6107,0,2020-04-05,3
6107,0,2020-04-04,3
6107,0,2020-04-03,3
6107,0,2020-04-02,3
6107,0,2020-04-01,3
6107,0,2020-03-31,3
6107,0,2020-03-30,3
6107,0,2020-03-29,3
6107,0,2020-03-28,3
6107,0,2020-03-27,3
6107,0,2020-03-26,3
6107,0,2020-03-25,3
6107,0,2020-03-24,3
6107,0,2020-03-23,3
6107,0,2020-03-22,3
6107,0,2020-03-21,3
6107,0,2020-03-20,3
6107,0,2020-03-19,3
6107,0,2020-03-18,3
6107,0,2020-03-17,3
6107,0,2020-03-16,3
6107,0,2020-03-15,3
6099,442.43162798792906,2020-11-23,3
6099,442.4299655807984,2020-11-22,3
6099,442.4549580555749,2020-11-21,3
6099,442.4666680446,2020-11-20,3
6099,441.3188279468628,2020-11-19,3
6099,440.1675470801196,2020-11-18,3
6099,440.1875476954319,2020-11-17,3
6099,440.20361688149563,2020-11-16,3
6099,439.0517835524527,2020-11-15,3
6099,439.0676778163881,2020-11-14,3
6099,437.9307274370395,2020-11-13,3
6099,436.7810077291217,2020-11-12,3
6099,435.63632690923936,2020-11-11,3
6099,435.66488600043357,2020-11-10,3
6099,435.68232034629705,2020-11-09,3
6099,433.36710847758735,2020-11-08,3
6099,431.06238761509525,2020-11-07,3
6099,431.08010425337267,2020-11-06,3
6099,429.9251521000941,2020-11-05,3
6099,428.78685736018696,2020-11-04,3
6099,428.81235762229994,2020-11-03,3
6099,428.83021225116426,2020-11-02,3
6099,427.68118393517784,2020-11-01,3
6099,426.5272026054184,2020-10-31,3
6099,425.3902805734888,2020-10-30,3
6099,424.2401047475393,2020-10-29,3
6099,423.09549667695325,2020-10-28,3
6099,423.1114809784809,2020-10-27,3
6099,423.1334872465403,2020-10-26,3
6099,421.97663665265077,2020-10-25,3
6099,420.8024091224632,2020-10-24,3
6099,419.66614949541594,2020-10-23,3
6099,418.5145704046871,2020-10-22,3
6099,417.3771753261297,2020-10-21,3
6099,417.409588222461,2020-10-20,3
6099,415.1197878254518,2020-10-19,3
6099,415.1513845027886,2020-10-18,3
6099,414.0197553663876,2020-10-17,3
6099,412.862688532057,2020-10-16,3
6099,411.727347175974,2020-10-15,3
6099,410.5971266320873,2020-10-14,3
6099,409.46976915758887,2020-10-13,3
6099,406.02773592697434,2020-10-12,3
6099,406.05184674998003,2020-10-11,3
6099,403.75695438060984,2020-10-10,3
6099,401.474531472065,2020-10-09,3
6099,398.04128980616224,2020-10-08,3
6099,395.76771804174683,2020-10-07,3
6099,393.4970753930523,2020-10-06,3
6099,391.20656973974195,2020-10-05,3
6099,387.7629667706705,2020-10-04,3
6099,384.31296201345606,2020-10-03,3
6099,380.875392251424,2020-10-02,3
6099,377.44136615014145,2020-10-01,3
6099,375.16597776255014,2020-09-30,3
6099,371.75860717372,2020-09-29,3
6099,368.3283567774994,2020-09-28,3
6099,364.8920076995393,2020-09-27,3
6099,361.4665069753243,2020-09-26,3
6099,358.041019935039,2020-09-25,3
6099,355.7805188332193,2020-09-24,3
6099,353.5178400017644,2020-09-23,3
6099,350.12183667464745,2020-09-22,3
6099,346.71641492508945,2020-09-21,3
6099,342.17303217746127,2020-09-20,3
6099,337.62467760240907,2020-09-19,3
6099,333.07917218567246,2020-09-18,3
6099,328.5447091108396,2020-09-17,3
6099,325.1625827903063,2020-09-16,3
6099,325.19256580797753,2020-09-15,3
6099,325.2149146964602,2020-09-14,3
6099,317.29025708894477,2020-09-13,3
6099,312.76326160883684,2020-09-12,3
6099,308.2483221689039,2020-09-11,3
6099,302.6264622023783,2020-09-10,3
6099,301.5321992330809,2020-09-09,3
6099,293.65771844838616,2020-09-08,3
6099,293.67801159753327,2020-09-07,3
6099,283.5624410133237,2020-09-06,3
6099,276.8486511152373,2020-09-05,3
6099,271.25258930354266,2020-09-04,3
6099,266.7821645740339,2020-09-03,3
6099,263.4506866201702,2020-09-02,3
6099,261.2424252193915,2020-09-01,3
6099,252.3217660779638,2020-08-31,3
6099,252.3415190531568,2020-08-30,3
6099,246.78327639908196,2020-08-29,3
6099,243.46247901534647,2020-08-28,3
6099,237.90970983775682,2020-08-27,3
6099,234.61124181300175,2020-08-26,3
6099,233.52506573771933,2020-08-25,3
6099,231.32656494685963,2020-08-24,3
6099,228.01289764596876,2020-08-23,3
6099,216.30770474036856,2020-08-22,3
6099,206.7604893397626,2020-08-21,3
6099,203.58331817862663,2020-08-20,3
6099,201.47949268127022,2020-08-19,3
6099,201.49731910321674,2020-08-18,3
6099,198.3312768932724,2020-08-17,3
6099,189.87815417781084,2020-08-16,3
6099,184.6070755627846,2020-08-15,3
6099,179.33775747994977,2020-08-14,3
6099,170.91443968071127,2020-08-13,3
6099,164.61895255302824,2020-08-12,3
6099,163.58281396594975,2020-08-11,3
6099,162.543587626752,2020-08-10,3
6099,152.0646810835146,2020-08-09,3
6099,145.7898842894368,2020-08-08,3
6099,135.36177966248135,2020-08-07,3
6099,126.00235460655527,2020-08-06,3
6099,112,2020-08-05,3
6099,110,2020-08-04,3
6099,104,2020-08-03,3
6099,104,2020-08-02,3
6099,103,2020-08-01,3
6099,98,2020-07-31,3
6099,95,2020-07-30,3
6099,90,2020-07-29,3
6099,87,2020-07-28,3
6099,86,2020-07-27,3
6099,79,2020-07-26,3
6099,77,2020-07-25,3
6099,73,2020-07-24,3
6099,71,2020-07-23,3
6099,63,2020-07-22,3
6099,63,2020-07-21,3
6099,61,2020-07-20,3
6099,61,2020-07-19,3
6099,61,2020-07-18,3
6099,57,2020-07-17,3
6099,51.00965321895705,2020-07-16,3
6099,51.016217956247246,2020-07-15,3
6099,51.026110297169474,2020-07-14,3
6099,51.03388111186827,2020-07-13,3
6099,50.05148337321219,2020-07-12,3
6099,50.05550294485361,2020-07-11,3
6099,45.11330989221985,2020-07-10,3
6099,45.1178281569558,2020-07-09,3
6099,45.126667191855354,2020-07-08,3
6099,44.14903803807372,2020-07-07,3
6099,44.15853268864901,2020-07-06,3
6099,44.16981207700082,2020-07-05,3
6099,44.18170913289456,2020-07-04,3
6099,44.19047714314934,2020-07-03,3
6099,42.22414756439196,2020-07-02,3
6099,41.24744081366573,2020-07-01,3
6099,41.26291344979216,2020-06-30,3
6099,38.29986084694209,2020-06-29,3
6099,38.30866170212804,2020-06-28,3
6099,38.31863003496742,2020-06-27,3
6099,37.33652643195344,2020-06-26,3
6099,37.33594945908394,2020-06-25,3
6099,35.365793063294376,2020-06-24,3
6099,35.37997655540505,2020-06-23,3
6099,35.391109739857086,2020-06-22,3
6099,35.39685988803752,2020-06-21,3
6099,35.405044583501116,2020-06-20,3
6099,35.40992663569074,2020-06-19,3
6099,35.41964501097421,2020-06-18,3
6099,34.43794442303137,2020-06-17,3
6099,34.45189183934519,2020-06-16,3
6099,34.464682251244554,2020-06-15,3
6099,33.48454396467675,2020-06-14,3
6099,33.4934832825441,2020-06-13,3
6099,33.50371678021845,2020-06-12,3
6099,33.51361791425254,2020-06-11,3
6099,33.52514791636792,2020-06-10,3
6099,33.54208313773829,2020-06-09,3
6099,31.57221287893302,2020-06-08,3
6099,31.582416539755215,2020-06-07,3
6099,30.598529761191624,2020-06-06,3
6099,30.603615540267842,2020-06-05,3
6099,29.6148622180165,2020-06-04,3
6099,29.63153653096599,2020-06-03,3
6099,28.65622416162503,2020-06-02,3
6099,28.668588733806672,2020-06-01,3
6099,28.67939479576986,2020-05-31,3
6099,28.68669621818218,2020-05-30,3
6099,28.69100708964914,2020-05-29,3
6099,28.7078167380163,2020-05-28,3
6099,28.724940183884826,2020-05-27,3
6099,28.744724546648587,2020-05-26,3
6099,28.75754677963055,2020-05-25,3
6099,28.772930847412187,2020-05-24,3
6099,26.789756517624024,2020-05-23,3
6099,26.80274529786967,2020-05-22,3
6099,26.813186764978298,2020-05-21,3
6099,24.83320598094694,2020-05-20,3
6099,24.85669985367453,2020-05-19,3
6099,24.8726831599116,2020-05-18,3
6099,23.883651940845755,2020-05-17,3
6099,23.8953279105648,2020-05-16,3
6099,22.907671920436805,2020-05-15,3
6099,21.91686690025746,2020-05-14,3
6099,21.93292229299492,2020-05-13,3
6099,20.955151139636328,2020-05-12,3
6099,19.970973273702413,2020-05-11,3
6099,19.98756687807956,2020-05-10,3
6099,17.994493856064402,2020-05-09,3
6099,15.989155769642224,2020-05-08,3
6099,15.991133742581688,2020-05-07,3
6099,15.00501647526826,2020-05-06,3
6099,15.02604512104959,2020-05-05,3
6099,14.038468676542227,2020-05-04,3
6099,14.06091607589155,2020-05-03,3
6099,12.054597822246475,2020-05-02,3
6099,11.043241719183735,2020-05-01,3
6099,8.020662469820024,2020-04-30,3
6099,6.031978456622752,2020-04-29,3
6099,6.04821946235752,2020-04-28,3
6099,6.054235826971169,2020-04-27,3
6099,6.050985831628409,2020-04-26,3
6099,6.061883224353016,2020-04-25,3
6099,5.1884216378826435,2020-04-24,3
6099,5.186498372702419,2020-04-23,3
6099,5.1913140241410165,2020-04-22,3
6099,5.200565353933867,2020-04-21,3
6099,5.203031295213726,2020-04-20,3
6099,5.198553982516116,2020-04-19,3
6099,5.192193267982704,2020-04-18,3
6099,5.159865690729362,2020-04-17,3
6099,0,2020-04-16,3
6099,0,2020-04-15,3
6099,0,2020-04-14,3
6099,0,2020-04-13,3
6099,0,2020-04-12,3
6099,0,2020-04-11,3
6099,0,2020-04-10,3
6099,0,2020-04-09,3
6099,0,2020-04-08,3
6099,0,2020-04-07,3
6099,0,2020-04-06,3
6099,0,2020-04-05,3
6099,0,2020-04-04,3
6099,0,2020-04-03,3
6099,0,2020-04-02,3
6099,0,2020-04-01,3
6099,0,2020-03-31,3
6099,0,2020-03-30,3
6099,0,2020-03-29,3
6099,0,2020-03-28,3
6099,0,2020-03-27,3
6099,0,2020-03-26,3
6099,0,2020-03-25,3
6099,0,2020-03-24,3
6099,0,2020-03-23,3
6099,0,2020-03-22,3
6099,0,2020-03-21,3
