date,county,model3.pred,model3.w,model2.pred,model2.w,clep
2020-11-27,55075,25.20485165770891,0.47872632601225523,27.900000000000006,0.5212736739877448,26.60976153603697
2020-11-26,55075,25.20356404711963,0.44876685269974415,31.39999999999999,0.5512331473002559,28.619244939470335
2020-11-25,55075,24.225498098615034,0.45120668196484254,29.799999999999994,0.5487933180351574,27.28474749346938
2020-11-24,55075,24.225290471186298,0.47201606952944625,27.600000000000005,0.5279839304705538,26.007082872405793
2020-11-23,55075,22.270729137206793,0.4843250405868107,26.6,0.5156749594131893,24.50322571366638
2020-11-22,55075,22.27081522172375,0.45871988548871906,27.799999999999994,0.5412801145112809,25.263652991663143
2020-11-21,55075,22.27134779939662,0.47158614490131723,25.600000000000005,0.5284138550986827,24.030253741000166
2020-11-20,55075,20.318564998097976,0.5135378932864924,20,0.4864621067135077,20.16359519799805
2020-11-19,55075,20.317746524515467,0.5223879043050396,22.3,0.47761209569496044,21.264494761140256
2020-11-18,55075,20.31821839093679,0.5207342903069426,22.900000000000006,0.4792657096930573,21.555577786076952
2020-11-17,55075,20.318250777820957,0.4854487334153957,21.799999999999994,0.5145512665846043,21.080686716853933
2020-11-16,55075,19.342072310934398,0.4732834729113386,19,0.5267165270886613,19.16189717130584
2020-11-15,55075,19.3424197451417,0.478468314346447,21.3,0.521531685653553,20.363359875260063
2020-11-14,55075,19.343575252027954,0.45635721940543883,21.900000000000006,0.5436427805945612,20.73335711039623
2020-11-13,55075,19.343582921690768,0.41010887795969403,20.799999999999994,0.589891122040306,20.20271042617326
2020-11-12,55075,18.368044179280872,0.45149425002865473,22.6,0.5485057499713453,20.68929628057002
2020-11-11,55075,18.367870518203308,0.42732183284601605,23.799999999999994,0.572678167153984,21.478732473581754
2020-11-10,55075,18.368484153835343,0.48724805773794877,21.600000000000005,0.5127519422620511,20.025450180406864
2020-11-09,55075,16.418436857594365,0.5191653104804864,20.599999999999998,0.4808346895195135,18.429077472879218
2020-11-08,55075,16.419146817271344,0.5177345177833454,21.800000000000004,0.48226548221665455,19.014146572177
2020-11-07,55075,16.420199146838954,0.5149614030407893,21.9,0.48503859695921075,19.078114064272075
2020-11-06,55075,14.47247678402548,0.5093957747512365,19.199999999999996,0.49060422524876346,16.7918196487442
2020-11-05,55075,14.472623542834572,0.4982261716136456,21,0.5017738283863545,17.74789021706543
2020-11-04,55075,13.500108692341486,0.5582005413109874,17.7,0.44179945868901266,15.355618398617707
2020-11-03,55075,12.527966880393102,0.563450718402373,13.800000000000002,0.43654928159762685,13.083272024925881
2020-11-02,55075,11.556518460576207,0.5193559383274621,11,0.480644061672538,11.28903116728911
2020-11-01,55075,11.556502101522716,0.525039986832918,11,0.47496001316708203,11.292185856055976
2020-10-31,55075,11.556967084507889,0.5246694149382435,11,0.4753305850617565,11.292223594368615
2020-10-30,55075,11.5578597415735,0.5238913781310225,11,0.4761086218689775,11.292257908816758
2020-10-29,55075,11.557646787527071,0.5223239917171105,13.3,0.47767600828288936,12.389927115080008
2020-10-28,55075,11.556719997307248,0.5191791490017608,16.199999999999996,0.48082085099823935,13.789305839625083
2020-10-27,55075,11.557052846781241,0.5128452985699643,15.7,0.4871547014300357,13.575309030247942
2020-10-26,55075,10.585976246912066,0.5001806993972215,11.800000000000002,0.49981930060277846,11.192768750095638
2020-10-25,55075,9.615813181639629,0.4755494216215694,9,0.5244505783784306,9.292849602355663
2020-10-24,55075,9.61672360959211,0.47710826923456345,9,0.5228917307654366,9.294243933968584
2020-10-23,55075,9.616993181614825,0.4799337800796474,9,0.5200662199203526,9.296115869935772
2020-10-22,55075,9.617205406579941,0.4854661603594133,9,0.5145338396405866,9.299632338885434
2020-10-21,55075,9.618194553774865,0.4965710044278544,9,0.5034289955721456,9.306977490499815
2020-10-20,55075,9.61785585328586,0.5187812758211259,9,0.4812187241788741,9.320532047841189
2020-10-19,55075,9.618399386681705,0.5629190572762184,9,0.43708094272378156,9.348108799771056
2020-10-18,55075,9.61877024818106,0.5615064187034915,9,0.43849358129650845,9.347443466056417
2020-10-17,55075,9.61939732553975,0.5369693964888329,9,0.46303060351116704,9.332597408081876
2020-10-16,55075,9.619792966633593,0.5284832311600838,9,0.4715167688399163,9.327550189656815
2020-10-15,55075,9.620555439612637,0.5290374782759464,9,0.4709625217240536,9.328297084903092
2020-10-14,55075,9.62058713090876,0.5300235315750823,9,0.4699764684249177,9.32892578277431
2020-10-13,55075,9.621227626729823,0.5319801106216097,9,0.4680198893783903,9.33048074158893
2020-10-12,55075,9.62180752979548,0.5358772974168405,11.3,0.4641227025831596,10.400694754521513
2020-10-11,55075,9.622694612707013,0.543645201294232,11.899999999999997,0.45635479870576795,10.661953854316664
2020-10-10,55075,9.623592016277676,0.5497494319347149,10.800000000000002,0.4502505680652851,10.15327037922519
2020-10-09,55075,8.65377458613368,0.53905835255951,8,0.46094164744049004,8.352422651346497
2020-10-08,55075,8.653836805955333,0.5314218550578391,8,0.46857814494216077,8.347463168325874
2020-10-07,55075,8.654189534412081,0.530939699276563,8,0.46906030072343696,8.347335194670626
2020-10-06,55075,8.654495986433453,0.5299610609722429,8,0.4700389390277572,8.34685738737235
2020-10-05,55075,8.654805886922775,0.5280042012004584,8,0.4719957987995415,8.345740259266018
2020-10-04,55075,8.655513982624926,0.5240624949818254,10.299999999999999,0.4759375050181745,9.438186554771693
2020-10-03,55075,8.656797384810464,0.516142931176206,10.900000000000002,0.4838570688237939,9.742186826973942
2020-10-02,55075,8.656826305210815,0.5002371995919315,9.799999999999999,0.49976280040806853,9.228141992271496
