"","date","county","arima.pred","arima.w","ma.pred","ma.w","clep"
"309",2020-08-23,6085,16287.856547308,0.309730767679154,16409.665681503,0.690269232320846,16371.9376448584
"310",2020-08-23,6081,7783.29609326078,0.237370280069128,7858.54389574475,0.762629719930872,7840.68230379454
"311",2020-08-23,6097,4973.65880555166,0.169463220890554,5056.88064992861,0.830536779109446,5042.77760813204
"312",2020-08-23,6001,16620.2564503867,0.845846385562653,16850.5289399917,0.154153614437347,16655.7537869648
"313",2020-08-23,6013,12920.3931735065,0.284231210736883,13230.5493785503,0.715768789263117,13142.3933048731
"314",2020-08-23,6075,8925.79056175738,0.556709649488879,8994.92287270224,0.443290350511121,8956.43624810777
"315",2020-08-23,6039,3619.33868454315,0.754387179655656,3863.53523579624,0.245612820344344,3679.31648821478
"316",2020-08-23,6019,23756.025008625,0.209552276137255,24089.1238411495,0.790447723862745,24019.3222226153
"317",2020-08-23,6095,5235.55301236381,0.686498415638694,5293.41296064263,0.313501584361306,5253.69219782028
"318",2020-08-23,6099,13881.9709518138,0.984453417145935,14307.4878453435,0.0155465828540646,13888.5862854549
"319",2020-08-23,6107,13611.2879862212,0.949871011994832,13628.4057435712,0.0501289880051678,13612.146082074
"320",2020-08-23,6041,6169.24483450449,0.304984700020622,6083.64287334066,0.695015299979378,6109.75016178738
"321",2020-08-23,6047,7957.4406282191,0.984203552578908,8054.01836768524,0.0157964474210923,7958.96621340262
"322",2020-08-23,6055,1367.89048360773,0.533499613349415,1370.72001645282,0.466500386650585,1369.21046177401
"323",2020-08-24,6085,16424.3968660116,0.759387568362325,16724.5639860839,0.240612431637675,16496.6208066699
"324",2020-08-24,6081,7864.49432052599,0.556365807909198,7941.19503952077,0.443634192090802,7898.52138203002
"325",2020-08-24,6097,5175.29713272698,0.212353055659222,5372.36757648437,0.787646944340778,5330.51906557237
"326",2020-08-24,6001,17096.876059798,0.977170506365658,17213.5298367731,0.022829493634342,17099.5392064568
"327",2020-08-24,6013,13066.991012025,0.682512676073121,13350.5108821676,0.317487323926879,13157.0049768767
"328",2020-08-24,6075,9027.68968330038,0.562873979579055,9061.24796305294,0.437126020420945,9042.35888058079
"329",2020-08-24,6039,3658.39449041792,0.882429369541014,3630.70758668838,0.117570630458986,3655.13932369098
"330",2020-08-24,6019,24482.3287974925,0.22699277719042,24672.5549034669,0.77300722280958,24629.3749513777
"331",2020-08-24,6095,5300.72246260366,0.630327784367589,5361.33172180449,0.369672215632411,5323.12802174027
"332",2020-08-24,6099,14053.546022308,0.996152569701974,13991.6497635648,0.00384743029802611,14053.3078807668
"333",2020-08-24,6107,13748.9683553087,0.976025610970644,13765.8926532573,0.0239743890293562,13749.3741050118
