"scaled_v1","scaled_v2","unscaled_v1","unscaled_v1.1"
5.53133369852845,-5.37813422917233,2.50941898120063,0.0815341173703794
9.77539210567959,13.2825986576745,5.5575572401991,-10.0086019361284
7.59849850536147,15.6041520769124,2.72886018493368,-10.8175768285273
8.7371574925131,7.93386149156074,9.4249087543361,-6.13244294565889
2.68946341209739,4.92385380094078,5.53884733503644,-11.400722462357
-22.9404977300177,-9.60610357288142,-10.3214566970378,-0.0555116370584014
6.77542293805134,17.6447886474431,2.8967886454755,-11.8375733137761
3.99356982726981,11.5634284154585,10.4901510875793,-6.37340410098618
1.79095118800525,-0.158690547943523,4.0397408632913,3.46922350117989
7.99504194320605,5.0420454605357,7.00406719824151,-10.19702188285
17.0578732856831,1.75017411913034,3.82580612720885,-2.21286135260309
10.8152702625782,6.94209800288052,6.99692478691261,-7.83873130296023
18.3318394755807,-7.63279249144588,7.77541890783908,4.02750582357682
9.34773714637491,7.63691564066259,5.83122579893929,-8.43292668014884
-6.02379796942314,3.34168579480063,-11.1090872157056,-1.43754737139018
4.23913038853853,9.8346622103912,10.6468837757415,-5.66362937137148
1.10722283492446,3.81966727491403,0.21126558200334,-4.27275633306008
6.68714845300726,17.6176484566888,1.96639386844558,-10.7613586668641
-6.45425397895394,-20.1763912188895,0.461775399601618,3.41534730214354
4.2546256080448,22.4423341448062,3.31562106145747,-12.4060168157218
17.4199514667999,-3.93257968418341,6.48476256776185,7.43393489392814
18.3500339269842,-7.69261176795077,5.5438879926601,-0.00758267503205706
11.0943561767976,10.7230543966121,5.1064839881236,-8.45035765614424
9.95998925088335,-1.45551829715659,-0.181867335910294,-5.14604114823879
-1.68980190576033,-2.58259649456808,-3.05086038977228,4.58980265892797
-8.5525385773256,-13.5871140314564,0.895158150028579,6.61275011554249
-12.5518341661035,9.77568412309424,-1.9757480192579,-0.174261439995352
-1.67811647681233,-3.10345121057557,-4.79157990253583,0.0696185256939782
-10.1981044473559,-5.78634349820498,-10.1296121350865,1.58878288672395
